Company,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
Reliance Industries Ltd,07-Jan-21,1921.9,1945.2,1905.65,1911,1919.920154,564975,27371,1084706889,260378,46.09,39.55,-10.9
Reliance Industries Ltd,06-Jan-21,1968,1968,1905,1914.15,1927.779125,864039,41948,1665676347,298443,34.54,63,-53.85
Reliance Industries Ltd,05-Jan-21,1972.05,1984,1956,1966,1968.887358,338549,18785,666564846,110097,32.52,28,-6.05
Reliance Industries Ltd,04-Jan-21,1988.55,1997.9,1967.9,1990.65,1981.396495,345853,18024,685271922,79151,22.89,30,2.1
Reliance Industries Ltd,01-Jan-21,1986.15,1997.3,1982.3,1987.15,1989.524713,157713,8773,313773911,39415,24.99,15,1
Reliance Industries Ltd,31-Dec-20,1994.75,2011,1980,1984.65,1997.539759,465795,28122,930444032,135009,28.98,31,-10.1
Reliance Industries Ltd,30-Dec-20,1992.55,2006.85,1975.9,1995.5,1991.693317,224277,11597,446691002,38363,17.11,30.95,2.95
Reliance Industries Ltd,29-Dec-20,2007.35,2012.8,1982.6,1989.2,1992.179092,250017,12277,498078640,63050,25.22,30.2,-18.15
Reliance Industries Ltd,28-Dec-20,2004.1,2024.9,1995.6,2003.25,2005.830075,335518,17189,672992095,132397,39.46,29.3,-0.85
Reliance Industries Ltd,24-Dec-20,1950.8,1998.65,1947.05,1993.9,1976.86197,289379,16905,572062340,76634,26.48,51.6,43.1
Reliance Industries Ltd,23-Dec-20,1932.8,1951.2,1920,1943.8,1938.404366,299743,19714,581023140,111655,37.25,31.2,11
Reliance Industries Ltd,22-Dec-20,1940,1958.4,1887.75,1936.6,1920.481604,972241,72496,1867170955,304755,31.35,70.65,-3.4
Reliance Industries Ltd,21-Dec-20,2010,2022,1856.05,1939.75,1977.945318,1499610,78562,2966146578,581157,38.75,165.95,-70.25
Reliance Industries Ltd,18-Dec-20,1983,2005,1965,1992.25,1978.526845,218330,13259,431971766,53448,24.48,40,9.25
Reliance Industries Ltd,17-Dec-20,1980.9,2005,1977.1,1985.05,1989.575454,238834,13419,475178264,48563,20.33,27.9,4.15
Reliance Industries Ltd,16-Dec-20,1988,1995,1965.75,1976.05,1977.720354,272748,15361,539419271,85302,31.28,29.25,-11.95
Reliance Industries Ltd,15-Dec-20,1992.9,1992.9,1961.5,1974,1973.414934,211535,13741,417446328,53014,25.06,31.4,-18.9
Reliance Industries Ltd,14-Dec-20,2013,2015.25,1987.05,1991.15,1996.943174,232903,19745,465094056,74421,31.95,28.2,-21.85
Reliance Industries Ltd,11-Dec-20,2011.2,2037.8,1974.4,2005.6,2017.32465,689028,43146,1389993169,232791,33.79,63.4,-5.6
Reliance Industries Ltd,10-Dec-20,2020,2028.4,2000.95,2007.2,2010.011381,270177,14276,543058845,59011,21.84,27.45,-12.8
Reliance Industries Ltd,09-Dec-20,2013,2033.8,2000,2026.65,2020.377724,917242,50395,1853175304,417369,45.5,33.8,13.65
Reliance Industries Ltd,08-Dec-20,1963,2014.2,1950.15,1993.75,1995.945442,683240,29635,1363709764,110610,16.19,64.05,30.75
Reliance Industries Ltd,07-Dec-20,1942,1965,1942,1958.05,1955.633497,293809,20719,574582722,129734,44.16,23,16.05
Reliance Industries Ltd,04-Dec-20,1963,1967.85,1940,1946.55,1947.790186,250336,26897,487602004,115290,46.05,27.85,-16.45
Reliance Industries Ltd,03-Dec-20,1970,1981.1,1958.05,1963.45,1964.59171,1489127,16539,2925526559,1293175,86.84,23.05,-6.55
Reliance Industries Ltd,02-Dec-20,1962.95,1962.95,1935,1957.6,1948.341767,220138,14040,428904060,48462,22.01,27.95,-5.35
Reliance Industries Ltd,01-Dec-20,1935.25,1965.9,1931,1954.3,1949.74475,593339,48089,1156859600,240644,40.56,34.9,19.05
Reliance Industries Ltd,27-Nov-20,1941,1955.85,1921.55,1929.85,1938.944317,523191,40636,1014438216,143441,27.42,34.3,-11.15
Reliance Industries Ltd,26-Nov-20,1950.05,1964.85,1930.4,1953.8,1946.87226,450855,19617,877757093,193568,42.93,34.45,3.75
Reliance Industries Ltd,25-Nov-20,1980,1992,1942.3,1947.75,1969.55155,914063,55990,1800294198,271195,29.67,49.7,-32.25
Reliance Industries Ltd,24-Nov-20,1962,1973.6,1931.2,1965.1,1951.959123,750504,56379,1464953130,258433,34.43,42.4,3.1
Reliance Industries Ltd,23-Nov-20,1929,1970,1927,1950.8,1951.704236,598632,38074,1168352610,129501,21.63,43,21.8
Reliance Industries Ltd,20-Nov-20,1977.8,1984.1,1894.6,1899.2,1924.369341,863183,56844,1661082901,293614,34.02,89.5,-78.6
Reliance Industries Ltd,19-Nov-20,1986.4,2010,1968,1972.65,1988.166623,802733,59306,1595966958,255097,31.78,42,-13.75
Reliance Industries Ltd,18-Nov-20,1997.45,2006.65,1961,1987.2,1980.17586,427982,29066,847479625,78708,18.39,45.65,-10.25
Reliance Industries Ltd,17-Nov-20,2084,2084,1985,1992.9,2012.305935,643296,33218,1294508359,142610,22.17,99,-91.1
Reliance Industries Ltd,14-Nov-20,2013,2016.25,1996,2001.8,2005.745936,100085,8102,200745082,39617,39.58,20.25,-11.2
Reliance Industries Ltd,13-Nov-20,1990,2036.65,1981,1996.1,1985.527129,1825121,31252,3623827260,1276056,69.92,55.65,6.1
Reliance Industries Ltd,12-Nov-20,1985,2008.35,1965,1979.85,1988.004255,711464,38178,1414393459,283431,39.84,43.35,-5.15
Reliance Industries Ltd,11-Nov-20,2092,2095.35,1979,1996.9,2030.371527,811189,49750,1647015049,203295,25.06,116.35,-95.1
Reliance Industries Ltd,10-Nov-20,2075,2090,2041.8,2084.5,2065.96253,1068647,32518,2207784660,640208,59.91,48.2,9.5
Reliance Industries Ltd,09-Nov-20,2058.7,2070,2038.9,2050.3,2050.098849,843691,33971,1729649948,391982,46.46,31.1,-8.4
Reliance Industries Ltd,06-Nov-20,1988,2040,1977.65,2029,2014.833627,1886873,100883,3801735170,630231,33.4,62.35,41
Reliance Industries Ltd,05-Nov-20,1949,1960,1931.4,1955.1,1949.147174,954587,55609,1860630553,341428,35.77,28.6,6.1
Reliance Industries Ltd,04-Nov-20,1840,1928.85,1840,1913.45,1893.810185,1065630,61401,2018100947,181678,17.05,88.85,73.45
Reliance Industries Ltd,03-Nov-20,1888,1909.5,1835,1849.45,1873.996517,1164099,66979,2181517471,249547,21.44,74.5,-38.55
Reliance Industries Ltd,02-Nov-20,2033.5,2033.5,1860,1877.3,1925.382753,1444243,99979,2780720563,454410,31.46,173.5,-156.2
Reliance Industries Ltd,30-Oct-20,2035,2064.65,2022,2054.35,2040.803363,354434,21010,723330099,59640,16.83,42.65,19.35
Reliance Industries Ltd,29-Oct-20,1999.4,2042.3,1990.75,2026.55,2019.521333,384785,24193,777081516,61211,15.91,51.55,27.15
Reliance Industries Ltd,28-Oct-20,2044,2057.9,2006.9,2010.7,2031.090299,1519047,23215,3085321626,1315250,86.58,51,-33.3
Reliance Industries Ltd,27-Oct-20,2032,2060,2005.55,2034.2,2026.917984,476055,30069,964924441,113652,23.87,54.45,2.2
Reliance Industries Ltd,26-Oct-20,2101,2106,2018.45,2028.7,2055.300664,560855,40255,1152725654,186620,33.27,87.55,-72.3
Reliance Industries Ltd,23-Oct-20,2109,2134.8,2095.65,2112.55,2121.428566,618540,26760,1312188425,272914,44.12,39.15,3.55
Reliance Industries Ltd,22-Oct-20,2123,2133.05,2091.5,2107.1,2107.527533,301966,18851,636401659,87555,28.99,41.55,-15.9
Reliance Industries Ltd,21-Oct-20,2171.1,2191,2098.75,2123.25,2146.322555,534557,28730,1147331746,155664,29.12,92.25,-47.85
Reliance Industries Ltd,20-Oct-20,2183.7,2193.7,2152.2,2155.5,2163.804827,364138,17616,787923562,167390,45.97,41.5,-28.2
Reliance Industries Ltd,19-Oct-20,2192,2228.4,2156,2175.8,2191.064842,352226,21777,771750005,69007,19.59,72.4,-16.2
Reliance Industries Ltd,16-Oct-20,2214.8,2232,2173.05,2175.5,2195.077195,440109,20807,966073229,168565,38.3,58.95,-39.3
Reliance Industries Ltd,15-Oct-20,2291,2291.7,2195.1,2205.55,2271.642266,1514858,18662,3441215460,1322717,87.32,96.6,-85.45
Reliance Industries Ltd,14-Oct-20,2284.9,2304.2,2269.55,2287.35,2283.981233,306815,15320,700759702,99371,32.39,34.65,2.45
Reliance Industries Ltd,13-Oct-20,2232.2,2285.95,2228.2,2280.25,2256.056115,409570,17920,924012903,193512,47.25,57.75,48.05
Reliance Industries Ltd,12-Oct-20,2233.5,2254.85,2226.85,2236.6,2240.325798,262242,18094,587507518,78335,29.87,28,3.1
Reliance Industries Ltd,09-Oct-20,2237,2252.65,2217.2,2233.7,2232.222574,305022,15084,680876994,145392,47.67,35.45,-3.3
Reliance Industries Ltd,08-Oct-20,2261.8,2268,2222.4,2238.9,2237.652635,419058,18575,937706238,158891,37.92,45.6,-22.9
Reliance Industries Ltd,07-Oct-20,2233.25,2309.4,2221,2257.15,2279.770259,875121,42725,1995074829,217472,24.85,88.4,23.9
Reliance Industries Ltd,06-Oct-20,2228,2234,2201.45,2210.15,2213.592803,259771,13272,575027216,84613,32.57,32.55,-17.85
Reliance Industries Ltd,05-Oct-20,2246,2249,2205.5,2211.15,2222.572844,393079,18602,873646711,151982,38.66,43.5,-34.85
Reliance Industries Ltd,01-Oct-20,2264,2264,2213.85,2225.05,2237.664829,285180,14214,638137256,81416,28.55,50.15,-38.95
Reliance Industries Ltd,30-Sep-20,2264.8,2267.55,2225.1,2233.75,2242.730485,1560690,16556,3500207040,1317210,84.4,42.45,-31.05
Reliance Industries Ltd,29-Sep-20,2222,2264,2217.15,2244.85,2243.86993,325287,18492,729901718,41399,12.73,46.85,22.85
Reliance Industries Ltd,28-Sep-20,2229,2238.7,2207.25,2215.75,2221.313231,516453,26292,1147203882,141025,27.31,31.45,-13.25
Reliance Industries Ltd,25-Sep-20,2196,2212.6,2168.6,2201.7,2189.777978,413085,22864,904564436,114584,27.74,44,5.7
Reliance Industries Ltd,24-Sep-20,2210,2226,2175.65,2181.15,2200.69555,439081,21729,966283603,173631,39.54,50.35,-28.85
Reliance Industries Ltd,23-Sep-20,2275,2276.5,2206.15,2229.55,2241.90679,774144,40123,1735558690,160960,20.79,70.35,-45.45
Reliance Industries Ltd,22-Sep-20,2287,2287,2201.35,2211.15,2222.409499,693332,24225,1540867623,370132,53.38,85.65,-75.85
Reliance Industries Ltd,21-Sep-20,2305,2336.55,2248,2255.15,2297.320908,501009,25843,1150978451,172132,34.36,88.55,-49.85
Reliance Industries Ltd,18-Sep-20,2315.8,2319.6,2277.05,2305.5,2304.813297,518389,24971,1194789860,231928,44.74,42.55,-10.3
Reliance Industries Ltd,17-Sep-20,2319,2334.4,2293,2299.35,2309.873628,421866,17905,974457148,130912,31.03,41.4,-19.65
Reliance Industries Ltd,16-Sep-20,2323.7,2368.8,2311.75,2323.85,2339.942508,653164,26455,1528366208,174187,26.67,57.05,0.15
Reliance Industries Ltd,15-Sep-20,2315,2326.5,2288.2,2317.9,2308.135212,509141,21105,1175166270,148557,29.18,38.3,2.9
Reliance Industries Ltd,14-Sep-20,2319.75,2360,2281.95,2302.35,2322.595141,619976,27379,1439953245,78561,12.67,78.05,-17.4
Reliance Industries Ltd,11-Sep-20,2314.65,2337,2286.05,2318.85,2318.467343,1330635,58453,3085033793,379174,28.5,50.95,4.2
Reliance Industries Ltd,10-Sep-20,2185,2343.9,2176.15,2314.65,2277.88483,2449702,98665,5580139024,611376,24.96,167.75,129.65
Reliance Industries Ltd,09-Sep-20,2085,2167.2,2085,2161.25,2140.038332,850676,38623,1820479248,312223,36.7,82.2,76.25
Reliance Industries Ltd,08-Sep-20,2093.8,2120,2080.9,2107.05,2109.509445,481632,20618,1016007253,211381,43.89,39.1,13.25
Reliance Industries Ltd,07-Sep-20,2080.2,2105,2045.35,2082.4,2070.447948,625358,36193,1294771188,278944,44.61,59.65,2.2
Reliance Industries Ltd,04-Sep-20,2065.6,2097,2065.6,2077.4,2084.383113,461018,28592,960938134,138220,29.98,31.4,11.8
Reliance Industries Ltd,03-Sep-20,2128,2137,2103.2,2112.15,2113.624779,274998,17060,581242587,60225,21.9,33.8,-15.85
Reliance Industries Ltd,02-Sep-20,2095,2137,2085.5,2128.6,2100.565586,1979773,33347,4158643031,1476442,74.58,51.5,33.6
Reliance Industries Ltd,01-Sep-20,2095,2121.75,2063.45,2087.55,2091.518368,542387,26465,1134412373,75538,13.93,58.3,-7.45
Reliance Industries Ltd,31-Aug-20,2172,2172,2061.25,2078.55,2123.540242,770897,35129,1637030802,141428,18.35,110.75,-93.45
Reliance Industries Ltd,28-Aug-20,2120,2131.9,2106.2,2115.6,2119.523165,463554,26015,982513441,125963,27.17,25.7,-4.4
Reliance Industries Ltd,27-Aug-20,2146.25,2148.5,2103.75,2111.7,2126.326387,397191,17384,844557704,75812,19.09,44.75,-34.55
Reliance Industries Ltd,26-Aug-20,2087.4,2147.15,2047.25,2136.85,2105.394322,857465,36417,1805301942,158433,18.48,99.9,49.45
Reliance Industries Ltd,25-Aug-20,2105,2111.3,2078.3,2082,2089.298804,481884,26648,1006799665,144101,29.9,33,-23
Reliance Industries Ltd,24-Aug-20,2098.8,2104.65,2070.15,2096.05,2088.306518,560786,22213,1171093059,162385,28.96,34.5,-2.75
Reliance Industries Ltd,21-Aug-20,2119.8,2119.8,2077.05,2081.75,2096.925519,437199,19487,916773740,121391,27.77,42.75,-38.05
Reliance Industries Ltd,20-Aug-20,2118.05,2123.9,2087.8,2096.35,2108.788895,494200,30536,1042163472,136932,27.71,36.1,-21.7
Reliance Industries Ltd,19-Aug-20,2141.95,2154,2121.35,2133.2,2139.151365,758768,36447,1623119603,204280,26.92,32.65,-8.75
Reliance Industries Ltd,18-Aug-20,2089.7,2132.9,2082.95,2118.75,2119.210999,642400,32483,1361381146,185500,28.88,49.95,29.05
Reliance Industries Ltd,17-Aug-20,2103.15,2107.3,2070,2091.45,2085.56963,923799,41990,1926647139,235742,25.52,37.3,-11.7
Reliance Industries Ltd,14-Aug-20,2122.3,2156.5,2090.2,2114.1,2131.909722,1012345,49098,2158228148,287119,28.36,66.3,-8.2
Reliance Industries Ltd,13-Aug-20,2133.5,2139,2110,2122.3,2122.058107,458203,19387,972333391,134877,29.44,29,-11.2
Reliance Industries Ltd,12-Aug-20,2124,2144.9,2106.6,2127.6,2129.668817,702687,31942,1496490592,199332,28.37,38.3,3.6
Reliance Industries Ltd,11-Aug-20,2137.7,2160,2101.15,2134.05,2132.478748,697367,31300,1487120307,90457,12.97,58.85,-3.65
Reliance Industries Ltd,10-Aug-20,2156.5,2164.95,2108.25,2119.6,2138.649122,825626,38454,1765724320,248131,30.05,56.7,-36.9
Reliance Industries Ltd,07-Aug-20,2124.55,2157,2120.1,2146.7,2140.87399,960776,36944,2056900349,220791,22.98,36.9,22.15
Reliance Industries Ltd,06-Aug-20,2160,2167.55,2106.95,2134.55,2140.247328,1248632,49631,2672381302,288062,23.07,60.6,-25.45
Reliance Industries Ltd,05-Aug-20,2170,2195,2118,2126.65,2154.69558,1793838,74937,3865174810,376547,20.99,77,-43.35
Reliance Industries Ltd,04-Aug-20,2017.1,2167,2001.25,2151.15,2100.694473,2053197,62586,4313139590,478170,23.29,165.75,134.05
Reliance Industries Ltd,03-Aug-20,2059,2059,2004,2008.45,2029.881949,714727,29777,1450811436,178236,24.94,55,-50.55
Reliance Industries Ltd,31-Jul-20,2125,2129.85,2053.3,2066.95,2078.207759,1283236,54240,2666831012,247588,19.29,76.55,-58.05
Reliance Industries Ltd,30-Jul-20,2100,2139,2072.3,2108.65,2111.032319,1203821,48887,2541305037,143715,11.94,66.7,8.65
Reliance Industries Ltd,29-Jul-20,2180,2185.2,2071,2095.85,2122.115554,1525220,55949,3236693086,316499,20.75,114.2,-84.15
Reliance Industries Ltd,28-Jul-20,2163.8,2193.4,2152.2,2177.45,2175.719282,1089402,36417,2370232937,249150,22.87,41.2,13.65
Reliance Industries Ltd,27-Jul-20,2189.5,2198.7,2128.05,2155.85,2168.321287,2313290,96189,5015955950,475255,20.54,70.65,-33.65
Reliance Industries Ltd,24-Jul-20,2060,2162.8,2055.9,2146.2,2129.76575,2889272,110531,6153472547,500404,17.32,106.9,86.2
Reliance Industries Ltd,23-Jul-20,2004.1,2078.9,1991.1,2060.65,2035.177596,1379049,57442,2806609628,372790,27.03,87.8,56.55
Reliance Industries Ltd,22-Jul-20,1980.05,2010,1960,2004.1,1992.884341,1467946,64169,2925446597,429786,29.28,50,24.05
Reliance Industries Ltd,21-Jul-20,1941.8,1976.8,1935,1971.85,1964.412686,1034423,29779,2032033664,373951,36.15,41.8,30.05
Reliance Industries Ltd,20-Jul-20,1920.05,1931.25,1899.6,1919.3,1916.682858,756307,25642,1449600662,189983,25.12,31.65,-0.75
Reliance Industries Ltd,17-Jul-20,1845,1919.9,1838.2,1911.35,1878.38206,989480,35102,1858621481,169435,17.12,81.7,66.35
Reliance Industries Ltd,16-Jul-20,1850,1868,1812.25,1843.1,1843.303384,1647250,74770,3036381500,358175,21.74,55.75,-6.9
Reliance Industries Ltd,15-Jul-20,1938.7,1978.5,1798.15,1845.6,1922.446882,2839024,103272,5457872836,590105,20.79,180.35,-93.1
Reliance Industries Ltd,14-Jul-20,1934.7,1941,1887.8,1916.65,1917.731759,1133553,39745,2173850589,235523,20.78,53.2,-18.05
Reliance Industries Ltd,13-Jul-20,1908.5,1947,1900.1,1934.3,1927.937985,1572760,57783,3032183745,323731,20.58,46.9,25.8
Reliance Industries Ltd,10-Jul-20,1829.9,1884.4,1824.6,1878.5,1860.721808,1140279,62940,2121742003,309166,27.11,59.8,48.6
Reliance Industries Ltd,09-Jul-20,1807.5,1834.4,1787,1824.6,1813.963021,705240,24809,1279279281,78673,11.16,47.4,17.1
Reliance Industries Ltd,08-Jul-20,1826,1834.8,1790.1,1797.35,1812.846688,583648,27939,1058064344,150101,25.72,44.7,-28.65
Reliance Industries Ltd,07-Jul-20,1870,1870,1806.4,1823.95,1831.450977,717717,31864,1314463501,132118,18.41,63.6,-46.05
Reliance Industries Ltd,06-Jul-20,1801.15,1858,1792,1851.4,1833.562389,949421,34782,1740822637,281397,29.64,66,50.25
Reliance Industries Ltd,03-Jul-20,1781.05,1792.8,1768.5,1787.5,1780.471993,857283,33193,1526368372,254855,29.73,24.3,6.45
Reliance Industries Ltd,02-Jul-20,1750,1766.8,1734.4,1760.55,1755.869656,815775,34143,1432394569,287697,35.27,32.4,10.55
Reliance Industries Ltd,01-Jul-20,1718,1748.65,1708.75,1737.9,1730.642033,469138,18240,811909942,140927,30.04,39.9,19.9
Reliance Industries Ltd,30-Jun-20,1736.3,1740.7,1696,1703.35,1719.473482,992945,24538,1707342597,261231,26.31,44.7,-32.95
Reliance Industries Ltd,29-Jun-20,1728,1738.9,1715,1723.15,1723.158931,670107,24679,1154700862,288690,43.08,23.9,-4.85
Reliance Industries Ltd,26-Jun-20,1730.35,1751.5,1717.2,1742.6,1735.044966,1385178,38748,2403346116,402954,29.09,34.3,12.25
Reliance Industries Ltd,25-Jun-20,1729,1749,1713.85,1717.95,1730.230559,654657,22821,1132707547,176149,26.91,35.15,-11.05
Reliance Industries Ltd,24-Jun-20,1739.8,1772,1712.6,1727.35,1742.33069,1358724,39757,2367346524,188266,13.86,59.4,-12.45
Reliance Industries Ltd,23-Jun-20,1754,1764.15,1715.8,1720.05,1732.501244,1353529,42809,2344990676,246692,18.23,48.35,-33.95
Reliance Industries Ltd,22-Jun-20,1775.05,1804.1,1734.85,1747.2,1772.519037,2036832,65327,3610323495,283151,13.9,69.25,-27.85
Reliance Industries Ltd,19-Jun-20,1674.7,1788.6,1660.6,1759.5,1714.816367,2929255,91477,5023134416,1015358,34.66,128,84.8
Reliance Industries Ltd,18-Jun-20,1605.55,1665,1605.55,1656.25,1638.078191,1013987,40623,1660989991,390706,38.53,59.45,50.7
Reliance Industries Ltd,17-Jun-20,1608,1634.95,1602,1615.4,1614.857626,890838,24804,1438576538,308685,34.65,32.95,7.4
Reliance Industries Ltd,16-Jun-20,1641.5,1647.85,1585.15,1617.5,1617.347404,1267703,54561,2050316156,261683,20.64,62.7,-24
Reliance Industries Ltd,15-Jun-20,1577,1626.7,1561.55,1615,1594.792953,1125400,44253,1794779989,192008,17.06,65.15,38
Reliance Industries Ltd,12-Jun-20,1495,1593,1495,1588.8,1551.604176,772239,29168,1198209257,129587,16.78,98,93.8
Reliance Industries Ltd,11-Jun-20,1569,1569,1530.95,1537.5,1546.550663,330910,16229,511769080,94120,28.44,38.05,-31.5
Reliance Industries Ltd,10-Jun-20,1541.1,1579,1540.6,1572,1558.718947,421611,18078,657173054,83326,19.76,38.4,30.9
Reliance Industries Ltd,09-Jun-20,1580,1582.35,1533.05,1537.1,1555.926913,504634,21273,785173622,100603,19.94,49.3,-42.9
Reliance Industries Ltd,08-Jun-20,1624,1624,1565.05,1570.05,1586.697902,1111940,30116,1764312865,173493,15.6,58.95,-53.95
Reliance Industries Ltd,05-Jun-20,1601.9,1617.7,1574.3,1580.6,1595.635681,658406,28276,1050576106,133745,20.31,43.4,-21.3
Reliance Industries Ltd,04-Jun-20,1540,1589,1540,1579.95,1568.842672,710718,28904,1115004726,160643,22.6,49,39.95
Reliance Industries Ltd,03-Jun-20,1545,1559,1533.25,1542.45,1543.623706,444528,20818,686183959,126626,28.49,25.75,-2.55
Reliance Industries Ltd,02-Jun-20,1521,1540,1521,1536.1,1532.295477,418550,22789,641342272,112699,26.93,19,15.1
Reliance Industries Ltd,01-Jun-20,1480,1539.2,1475.65,1520.45,1515.905038,1016979,35937,1541643590,246355,24.22,63.55,40.45
Reliance Industries Ltd,29-May-20,1470.7,1471.5,1453,1465.2,1461.243706,590240,20172,862484485,251562,42.62,18.5,-5.5
Reliance Industries Ltd,28-May-20,1455,1479.2,1450.55,1472.65,1467.164315,641847,26500,941695014,166443,25.93,28.65,17.65
Reliance Industries Ltd,27-May-20,1434,1454.1,1412.2,1446.95,1431.54252,627533,26036,898340172,174486,27.8,41.9,12.95
Reliance Industries Ltd,26-May-20,1439.4,1449,1416.3,1423.7,1428.983534,468721,19817,669794591,135697,28.95,32.7,-15.7
Reliance Industries Ltd,22-May-20,1454.8,1458.5,1426.8,1431.6,1441.699194,579294,23822,835167693,108878,18.79,31.7,-23.2
Reliance Industries Ltd,21-May-20,1438,1460.85,1425.35,1440.05,1444.263012,558823,22685,807087389,84382,15.1,35.5,2.05
Reliance Industries Ltd,20-May-20,1407.3,1445.85,1393.65,1434.65,1426.607357,907872,31809,1295176874,110171,12.14,52.2,27.35
Reliance Industries Ltd,19-May-20,1461.9,1461.9,1404,1408.15,1436.568991,714335,29316,1026191510,139032,19.46,57.9,-53.75
Reliance Industries Ltd,18-May-20,1471.8,1482,1428,1440.65,1452.458142,1308019,44307,1899842847,158182,12.09,54,-31.15
Reliance Industries Ltd,15-May-20,1445.7,1467,1415.55,1458.9,1441.761957,953907,37182,1375306823,139312,14.6,51.45,13.2
Reliance Industries Ltd,14-May-20,1472,1496.4,1430.05,1435.45,1456.997867,795955,36568,1159704737,130235,16.36,66.35,-36.55
Reliance Industries Ltd,13-May-20,1534.75,1534.75,1454,1496.4,1479.473717,1489557,51128,2203760432,138373,9.29,80.75,-38.35
Reliance Industries Ltd,12-May-20,1578,1578,1455,1480.25,1539.20122,2865647,58351,4410807358,1600772,55.86,123,-97.75
Reliance Industries Ltd,11-May-20,1582,1614.85,1572,1576.75,1592.811649,1066351,37832,1698496295,236991,22.22,42.85,-5.25
Reliance Industries Ltd,08-May-20,1550,1579.7,1537.6,1561.8,1560.210697,1432366,48435,2234792755,292323,20.41,42.1,11.8
Reliance Industries Ltd,07-May-20,1450,1513.7,1444.9,1507.25,1484.252369,991823,37440,1472115637,215787,21.76,68.8,57.25
Reliance Industries Ltd,06-May-20,1462,1484,1446,1461.65,1465.976029,690133,29037,1011718435,101372,14.69,38,-0.35
Reliance Industries Ltd,05-May-20,1451.05,1478.8,1447,1461,1463.572988,656560,27479,960923481,118929,18.11,31.8,9.95
Reliance Industries Ltd,04-May-20,1442,1464.9,1419.75,1435.4,1443.430779,978857,36490,1412912322,234783,23.99,45.15,-6.6
